vi,en,ja
"Thông thường kỹ thuật đóng là thích hợp. Kỹ thuật bán mở là một lựa chọn thay thế (ví dụ, cho những bệnh nhân có mỡ bụng dày).","Usually the closed technique is appropriate. The semi-open technique is an alternative (eg, for patients with thick abdominal fat).",通常は非切開法が適している。半切開法は代替手段である（例，腹部脂肪が厚い患者）。
"* Vị trí đầu vào tiêu chuẩn là đường giữa, dưới rốn 2 cm.","* Standard entry site is midline, 2 cm inferior to the umbilicus.",*標準的な刺入部位は正中線上，臍の下2cmの部位である。
Kỹ thuật đóng,Closed technique,非切開法
Kỹ thuật bán mở (thay thế),Semi-open technique (alternative),半切開法（代替法）
"Cần có một trợ lý, đặc biệt là nếu bệnh nhân bị béo phì.","An assistant is useful, particularly if the patient is obese.",助手がいると助けになる（特に患者が肥満の場合）。
"E-FAST (Đánh giá tập trung mở rộng với bằng sóng siêu âm trong chấn thương) là một phương pháp siêu âm tại giường được thiết kế để phát hiện dịch màng bụng, dịch màng ngoài tim, tràn khí màng phổi và/hoặc tràn máu màng phổi ở bệnh nhân chấn thương.","E-FAST (Extended Focused Assessment with Sonography in Trauma) is a bedside ultrasonographic protocol designed to detect peritoneal fluid, pericardial fluid, pneumothorax, and/or hemothorax in a trauma patient.",E-FAST（extended focused assessment with sonography in trauma［外傷の拡大迅速簡易超音波検査］）は，外傷患者における腹水，心嚢液，気胸，および/または血胸を検出するために考案されたベッドサイドでの超音波検査プロトコルである。
Đánh giá FAST (Đánh giá tập trung bằng sóng siêu âm trong chấn thương) tìm kiếm sự hiện diện của dịch – được cho là máu trong bối cảnh lâm sàng thích hợp – hiển thị hình ảnh 10 cấu trúc hoặc không gian ở bốn khu vực:,The FAST (Focused Assessment with Sonography in Trauma) examination looks for the presence of fluid—presumed to be blood in the appropriate clinical setting—visualizing 10 structures or spaces in four areas:,FAST（Focused Assessment with Sonography in Trauma）検査では，液体（適当な臨床状況では血液と推定される）の存在を検索し，以下の4つの領域における10個の構造またはスペースを観察する：
"E-FAST (FAST mở rộng) cũng khảo sát thêm các khoang màng phổi trước và ngoài (chế độ xem lồng ngực) để đánh giá tràn khí màng phổi hoặc tràn dịch màng phổi, được cho là tràn máu màng phổi ở bệnh nhân chấn thương.","The E-FAST (Extended-FAST) additionally surveys the anterior and lateral pleural spaces (thoracic view) to evaluate for a pneumothorax or pleural effusion, assumed to be a hemothorax in trauma patients.",E-FAST（Extended-FAST）では，さらに前方および側方の胸腔（胸部の観察）についても調べ，気胸または胸水（外傷患者では血胸と推定される）がないか評価する。
"E-FAST có độ nhạy và độ đặc hiệu cao (đặc biệt là trong trường hợp hạ huyết áp), có thể được thực hiện nhanh chóng, không xâm lấn, không tiếp xúc với bức xạ và có thể lặp lại. Do những lợi ích này, siêu âm về cơ bản đã thay thế rửa khoang phúc mạc để chẩn đoán (DPL) trong đánh giá bệnh nhân chấn thương.","E-FAST has high sensitivity and specificity (especially in the setting of hypotension), can be done quickly, noninvasively, and without radiation exposure, and may be repeated. Due to these benefits, ultrasound has essentially replaced diagnostic peritoneal lavage (DPL) in evaluation of trauma patients.",E-FASTは感度および特異度が高く（特に低血圧がある場合），迅速かつ非侵襲的に施行でき，放射線曝露を必要とせず，繰り返し施行できる。これらの便益により，外傷患者の評価では，基本的に超音波検査が診断的腹腔洗浄（DPL）に代わって主流になっている。
"Ở một bệnh nhân không ổn định về huyết động, E-FAST dương tính có thể chỉ định can thiệp ngay lập tức (ví dụ, mở lồng ngực bằng ống, mở cửa sổ màng ngoài tim, phẫu mở bụng để chẩn đoán).","In a hemodynamically unstable patient, a positive E-FAST may indicate immediate intervention (eg, tube thoracostomy, pericardial window, diagnostic laparotomy).",血行動態が不安定な患者では，E-FASTの陽性所見は即時の介入（例，胸腔ドレナージ，心膜開窓術，診断的開腹術）の適応を意味する。
"Ở một bệnh nhân ổn định về huyết động, E-FAST có thể dẫn hướng xét nghiệm chẩn đoán thêm.","In a hemodynamically stable patient, the E-FAST can direct further diagnostic testing.",血行動態が安定している患者では，E-FASTはさらなる診断的検索の指針となりうる。
"Mặc dù E-FAST được thiết kế để đẩy nhanh việc chăm sóc bệnh nhân bị thương, các phần đã được chứng minh là hữu ích như một phương pháp siêu âm tại giường (POCUS) cho những bệnh nhân không bị thương, tụt huyết áp, để xác định dịch tự do do các nguyên nhân khác (ví dụ, mang thai ngoài tử cung vỡ, vỡ phình động mạch chủ bụng).","Although E-FAST was designed to expedite care in injured patients, the components have proven to be useful as a point-of-care ultrasound (POCUS) for hypotensive non-injured patients to identify free fluid with other causes (eg, ruptured ectopic pregnancy, ruptured abdominal aortic aneurysm).",E-FASTは外傷患者の治療を迅速化するために考案されたものであるが，これらの構成要素は，低血圧のある非外傷患者における他の原因（例，異所性妊娠の破裂，腹部大動脈瘤の破裂）による液体貯留を同定するためのポイントオブケア超音波検査（POCUS）としても有用であることが証明されている。
"Đánh giá chấn thương, tụt huyết áp và/hoặc sốc không rõ căn nguyên ở bệnh nhân chấn thương để xác định nhu cầu can thiệp","Evaluation of injury, hypotension, and/or shock of unknown etiology in a trauma patient to determine need for interventions",外傷患者に対する介入の必要性を判断するための損傷，低血圧，および/または病因不明のショックの評価
Đánh giá tình trạng tụt huyết áp hoặc sốc không rõ nguyên nhân ở bệnh nhân không chấn thương,Evaluation of unexplained hypotension or shock in the non-trauma patient,非外傷患者における原因不明の低血圧またはショックの評価
Để xác định vỡ thai ngoài tử cung,To identify rupture of an ectopic pregnancy,異所性妊娠の破裂を同定する
Làm sáng tỏ nhu cầu chăm sóc dứt điểm nhạy cảm với thời gian (sẽ bị trì hoãn bằng cách làm siêu âm),Clear need for time-sensitive definitive care (which would be delayed by doing ultrasonography),一刻を争う根治的治療の必要性がすでに明らかである（超音波検査を行うことで遅れる可能性がある）
không,None,なし
"Siêu âm là một thủ thuật không xâm lấn, do đó khó có thể xảy ra các biến chứng do thủ thuật.","Ultrasonography is a noninvasive procedure, thus procedural complications are unlikely.",超音波検査は非侵襲的な処置であるため，処置による合併症の可能性は低い。
Máy siêu âm tại giường,Bedside ultrasound machine,ベッドサイド超音波検査装置
"Đầu dò tần số thấp (ví dụ, 2 đến 5 MHz) (đầu dò), hoặc mảng cong hoặc mảng theo pha*","Low-frequency (eg, 2 to 5 MHz) probe (transducer), either curvilinear or phased-array*",低周波（例，2～5MHz）プローブ（トランスデューサー），コンベックス型（curvilinear型）またはセクタ型（phased-array型）*のいずれか
"Đầu dò tuyến tính tần số cao (ví dụ, 5 đến 10 MHz), để kiểm tra màng phổi","High-frequency (eg, 5 to 10 MHz) linear probe, for examining the pleura",胸膜の診察のための高周波（例，5～10MHz）リニア型プローブ
Gel siêu âm (không vô trùng) hoặc thường là chất bôi trơn phẫu thuật gốc nước,"Ultrasound gel (nonsterile) or, often, water-based surgical lubricant",超音波検査用ゼリー（非滅菌）または，しばしば水溶性の外科用潤滑剤
"Găng tay, để che đầu thăm dò (hàng rào bảo vệ)","Glove, to cover probe tip (providing barrier protection)",プローブの先端にかぶせる手袋（清潔域を守るバリア）
Kiểm tra E-FAST sẽ được hoàn tất trong < 5 phút.,The E-FAST examination should be completed in < 5 minutes.,E-FASTは5分以内に完了すべきである。
"Túi màng ngoài tim được đánh giá đầu tiên, đặc biệt là sau chấn thương xuyên thấu, vì dịch màng ngoài tim sau chấn thương có thể đe dọa tính mạng ngay lập tức và thay thế cho việc điều trị các chấn thương khác.","The pericardial sac is evaluated first, especially after penetrating trauma, because pericardial fluid after trauma can be immediately life-threatening and supersede treatment of other injuries.",外傷後の心嚢液貯留は，直ちに生命を脅かす可能性があり，他の損傷の治療より優先すべきであるため，まず心嚢から評価する（特に穿通性外傷後）。
"Kiểm tra E-FAST tối đa hóa độ nhạy bằng các vị trí phụ thuộc vào hình ảnh trong khoang phúc mạc, nơi ưu tiên cho ứ đọng dịch. Dịch này xuất hiện dưới dạng các vùng không dội âm (màu đen) lấp đầy các khoảng trống tiềm ẩn. Việc kiểm tra cũng tập trung vào giao diện giữa các tạng đặc để tối đa hóa khả năng hiển thị dịch.",The E-FAST examination maximizes sensitivity by imaging dependent positions in the peritoneal cavity where fluid preferentially accumulates. This fluid appears as anechoic (black) areas filling the potential spaces. The examination also focuses on interfaces between solid organs in order to maximize fluid visibility.,E-FASTでは，腹腔内で重力のかかる方向にあって，体液が貯留しやすい部位を画像化することにより，感度を最大化する。この液体は，潜在的に貯留が起こる間隙（potential space）を満たす無エコー領域（黒く見える）として現れる。この検査では，液体の視認性を最大化するため，実質臓器同士が接触する部分にも注目する。
Bệnh nhân nằm ngửa.,The patient is supine.,患者を仰臥位にする。
"Người vận hành đứng ở bên cạnh gần bụng bệnh nhân. (Theo truyền thống, người vận hành được hướng dẫn là phải ở phía bên phải của bệnh nhân để có thể sử dụng tay phải, nhưng vị trí này là không cần thiết và vị trí của người điều hành có thể dựa trên sở thích của người vận hành.)","The operator stands at the patient's side near the abdomen. (Traditionally, operators were taught to be at the patient's right side so that the right hand could be used, but this position is unnecessary, and operator position can be based on the operator's preference.)",術者は患者の腹部側に立つ。（従来，右手が使えるように術者は患者の右側に立つように教えられてきたが，そのような位置取りは必要なく，術者のやりやすい位置に立てばよい。）
"Nếu có điều kiện, bệnh nhân có thể được để ở tư thế Trendelenburg khoảng 5 độ để tăng độ nhạy trong việc phát hiện dịch màng bụng vùng hạ sườn phải.","If possible, the patient can be placed in about 5 degrees of Trendelenburg position to increase sensitivity for detection of peritoneal fluid in the right upper quadrant.",可能であれば，右上腹部の腹水に対する検出感度を高めるため，患者を約5°の傾斜をつけたトレンデレンブルグ体位にする。
"Rãnh quanh đại tràng phải sâu hơn và ít bị cản trở hơn bên trái. Dịch ưu tiên chảy sang bên phải. Vì vậy, khu vực này nên được đánh giá đầu tiên trong khoang phúc mạc (thông thường là sau khi màng tim đã được chụp ảnh).","The right paracolic gutter is deeper and less obstructed than the left. Fluid preferentially flows to the right. Thus, this area should be the first in the peritoneum to be evaluated (normally after the pericardium has been imaged).",右傍結腸溝は左傍結腸溝より深く，閉塞しにくい。そのため，液体は右側に流れやすい。したがって，この部位は（通常は心膜を撮影した後に）腹膜の中で最初に評価すべきである。
"Một khoảng trống tiềm ẩn được hình thành do phản xạ của phúc mạc từ trực tràng đến bàng quang ở nam hoặc từ trực tràng đến tử cung ở nữ. Dịch ưu tiên chảy vào khu vực này từ các rãnh bên phải hoặc bên trái. Khung chậu là một trong những phần phụ thuộc và dễ hiển thị hình ảnh nhất của khoang phúc mạc; do đó, các chỗ ứ đọng dịch có thể nhìn thấy ở đây sớm hơn so với các khu vực khác.","A potential space is formed by the reflection of the peritoneum from the rectum to the bladder in males or from the rectum to the uterus in females. Fluid preferentially flows into this area from the right or left paracolic gutters. The pelvis is one of the most dependent and easily visualized portions of the peritoneal cavity; thus, fluid collections are visible here earlier than in other areas.",男性では直腸から膀胱にかけて，女性では直腸から子宮にかけての腹膜反転部によって，潜在的に貯留が起こる間隙が形成される。体液は左右の傍結腸溝からこの領域に流入しやすい。骨盤は腹腔の中で最も下方にあり，容易に観察できる部位の1つであり，したがって，この部位では液体貯留が他の部位より早くから観察できる。
Sử dụng đầu dò cong hoặc đầu dò mảng theo pha.,Use a curvilinear probe or a phased array probe.,コンベックス型プローブまたはセクタ型プローブを用いる。
"Định hướng đầu dò tiêu chuẩn: Đảm bảo rằng hình ảnh trên màn hình tương quan với hướng không gian của đầu dò khi bạn cầm và di chuyển nó. Điểm đánh dấu định hướng của đầu dò tương ứng với điểm đánh dấu trên màn hình siêu âm. Điều chỉnh cài đặt màn hình và vị trí đầu dò nếu cần để đạt được hướng trái-phải chính xác. Theo truyền thống, khi thu được hình ảnh để kiểm tra E-FAST, hãy định vị điểm đánh dấu hướng đầu dò ở phía bên phải của bệnh nhân và kiểm tra xem điểm đánh dấu trên màn hình siêu âm có nằm ở góc trên bên trái của màn hình hay không.","Standard probe orientation: Ensure that the screen image correlates with the spatial orientation of the probe as you are holding and moving it. The probe orientation marker on the probe tip corresponds to the marker dot on the ultrasound monitor. Adjust the monitor settings and probe position if needed to attain an accurate left-right orientation. Traditionally, when obtaining images for an E-FAST examination, position the probe orientation marker on the patient's right side and check that the marker dot on the ultrasound monitor is at the upper left corner of the monitor.",標準的なプローブの向き：プローブを把持して動かしているときに，モニターの画像がプローブの空間的な向きと一致していることを確認する。プローブ先端についているプローブの方向マークは，超音波モニター上の丸いマークに対応する。正確な左右の向きを得るために，必要に応じてモニターの設定とプローブの位置を調整する。従来，E-FASTで画像を取得するときは，プローブの方向マークを患者の右側に来るようにして，超音波モニター上の丸いマークがモニターの左上にあることを確認する。
"Bọc đầu dò bằng gel siêu âm, kéo găng tay hoặc vỏ bọc đầu dò thật chặt trên đầu dò để loại bỏ tất cả bọt khí và buộc găng tay vào vị trí (ví dụ, bằng dây cao su).","Coat the probe tip with ultrasound gel, pull a glove or probe cover tightly over the probe tip to eliminate all air bubbles, and secure the glove in place (eg, with rubber bands).",プローブ先端に超音波検査用ゼリーを塗布し，プローブ先端を手袋またはプローブカバーでぴったり覆って気泡を除去した後，手袋を固定する（例，ゴムバンドを使用する）。
Phủ gel lên đầu dò đã được bọc kín; sử dụng không đủ gel có thể hạn chế tầm nhìn của giải phẫu liên quan.,Coat the covered probe generously with gel; inadequate use of gel can limits the view of relevant anatomy.,手袋またはカバーで覆ったプローブにふんだんにゼリーを塗布する；ゼリーが不十分だと，関連する解剖学的構造の描出が制限される可能性がある。
"Khi sử dụng thuốc cấp cứu hoặc định hướng X-quang, giữ đầu dò nằm ngang ở vùng dưới sườn gần như song song với da và chỉ hướng về bên trái xương ức của bệnh nhân và hướng về phía đầu. Điểm đánh dấu định hướng đầu dò phải ở phía bên phải của bệnh nhân.","When using the emergency medicine or radiology orientation, hold the probe transversely in the subcostal region almost parallel to the skin and pointed just to the left of the patient's sternum and toward the head. The probe orientation marker should be on the patient's right side.",救急診療または放射線診療で用いる場合は，プローブを肋骨弓下で皮膚にほぼ平行に横方向に持ち，胸骨のすぐ左側を目印に頭側に向ける。プローブの方向マークは患者の右側に向けるべきである。
"Di chuyển đầu dò xa hơn về bên phải của bệnh nhân; bờ gan sẽ xuất hiện, làm cho thùy trái của gan có thể được sử dụng như một cửa sổ âm thanh.","Move the transducer further to the patient' s right; the liver edge should come into view, making the left lobe of the liver usable as an acoustic window.",プローブをさらに患者の右方向に動かすと，肝臓の辺縁が見えるようになり，肝臓の左葉を音響窓（acoustic window）として使用できるようになる。
"Giữ đầu dò trên da của bệnh nhân và nhẹ nhàng đẩy nó xuống, hướng nó vào giữa đầu và vai trái của bệnh nhân.","Hold the probe down on the patient's skin and gently push it down, pointing it between the patient's head and left shoulder.",プローブを患者の皮膚に付けたまま，プローブを患者の頭部と左肩の間に向けて愛護的に押し付ける。
Di chuyển đầu dò càng cao vào không gian dưới mũi ức càng tốt.,Move the probe as high into the subxiphoid space as possible.,プローブを剣状突起下のスペースのできるだけ高い位置に移動させる。
"Trên màn hình siêu âm, từ trên xuống dưới, quan sát gan, tâm thất phải và tâm thất trái. Tâm thất phải tiếp giáp với gan vì nó ở phía trước hơn tâm thất trái. Hai tâm thất ở trên và ở bên phải của màn hình và tâm nhĩ ở dưới và ở bên trái.","On the ultrasound monitor, from top to bottom, observe the liver, right ventricle, and left ventricle. The right ventricle is adjacent to the liver because it is more anterior than the left ventricle. The two ventricles are up and to the right side of the monitor and the atria are down and to the left.",超音波モニターで上から下へ肝臓，右室，および左室を観察する。右室は左室より前方にあるため，肝臓に隣接している。2つの心室はモニターの右上に，心房は左下に見える。
"Để cải thiện hình ảnh, hãy tăng cài đặt độ sâu đầu dò trên bảng điều khiển hoặc đưa tim đến gần đầu dò hơn bằng cách cho bệnh nhân hít thở sâu.","To improve the image, increase the probe depth setting on the console or bring the heart closer to the probe by having the patient take and hold a deep breath.",画像の質を改善するには，端末のプローブ深度設定を上げるか，患者に深く息を吸って息を止めさせることで心臓をプローブに近づける。
Dịch màng ngoài tim xuất hiện là một khoảng đen (giảm âm) giữa các đường trắng của màng ngoài tim.,Pericardial fluid appears as a black (hypoechoic) space between the white lines of the pericardium.,心嚢液は，心膜を表す白い線と線の間の黒い（低エコー）スペースとして現れる。
Tràn dịch màng phổi có thể bị nhầm lẫn với tràn dịch màng ngoài tim và có thể được phân biệt bởi sự xuất hiện của nó phía sau động mạch chủ đi xuống chế độ xem trục dài của tim.,Pleural fluid can be confused with a pericardial effusion and can be distinguished by its appearance behind the descending aorta on the parasternal long axis view of the heart.,胸水は心嚢液貯留と混同されることがあるが，胸水は心臓の傍胸骨長軸像で下行大動脈の後方にみられることで鑑別できる。
"Mỡ màng ngoài tim cũng có thể bị nhầm lẫn với dịch màng ngoài tim. Các miếng mỡ màng ngoài tim có vẻ bằng phẳng nhưng di chuyển theo tim trái ngược với dịch màng ngoài tim, dịch này đứng yên.","An epicardial fat pad can also be confused with pericardial fluid. Epicardial fat pads appear echolucent but move with the heart as opposed to pericardial fluid, which is stationary.",心外膜の脂肪組織も心嚢液と混同されることがある。心外膜の脂肪組織はエコー透過性であるが，心嚢液が静止するのとは対照的に，心臓とともに移動する。
"Đặt đầu dò vào khoang liên sườn thứ 10 hoặc 11, ngay trước đường giữa của nách. Trỏ điểm đánh dấu định hướng đầu dò về phía đầu. Để loại bỏ bóng của xương sườn, hãy xoay đầu dò và nhìn giữa các xương sườn.","Place the probe in the 10th or 11th intercostal space, just anterior to the midaxillary line. Point the probe orientation marker cephalad. To eliminate rib shadows, rotate the probe and look between ribs.",プローブを第10または第11肋間，中腋窩線のすぐ前方に置く。プローブの方向マークを頭側に向ける。肋骨影を除去するには，プローブを回転させて肋骨間を観察する。
"Hình ảnh mặt phân giới (khoảng trống tiềm ẩn) giữa thận phải và gan, được gọi là túi Morison. Nếu chỉ có thể nhìn thấy thận, hãy trượt đầu dò về phía đầu dọc theo đường nách giữa mỗi lần một khoang gian sườn cho đến khi nhìn thấy gan. Nếu chỉ nhìn thấy gan, hãy trượt đầu dò về phía cuối cơ thể mỗi lần một khoang gian sườn cho đến khi nhìn thấy thận. Những người mới bắt đầu thường đặt đầu dò quá về phía trước trên bụng; Sau đó trượt đầu dò ra sau có thể giúp hiển thị hình ảnh thận.","Image the interface (potential space) between the right kidney and the liver, called Morison pouch. If only the kidney is visible, slide the probe cephalad along the midaxillary line one rib space at a time until the liver is visible. If only the liver is visible, slide the probe caudad one rib space at a time until the kidney is visible. Beginners commonly place the probe too anterior on the abdomen; sliding the probe posterior can then help to visualize the kidney.",モリソン窩と呼ばれる，右腎と肝臓が接する部分（潜在的に貯留が起こる間隙）を描出する。腎のみが視認できる場合は，プローブを中腋窩線に沿って肋骨1本分ずつ，肝臓が視認できるまで頭側にスライドさせる。肝臓のみが視認できる場合は，プローブを肋骨1本分ずつ，腎臓が視認できるまで尾側にスライドさせる。初心者は一般的にプローブを腹部の前方に置きすぎる；プローブを後方にスライドさせると，腎臓を観察しやすくなる可能性がある。
"Ở góc nhìn phần tư trên bên phải, túi Morison là vị trí phổ biến nhất để hiển thị hình ảnh dịch tự do. Quét toàn bộ chiều dài của thận để tránh bỏ sót một ổ tích tụ dịch nhỏ.","In the right upper quadrant view, Morison pouch is the most common location to visualize free fluid. Sweep through the entire length of the kidney to avoid missing a small fluid collection.",右上腹部の画像では，モリソン窩が液体貯留の最も一般的な観察部位である。少量の液体貯留を見逃すことがないように，腎臓全体をくまなく走査する。
"Di chuyển đầu dò để tìm tràn máu màng phổi. Cơ hoành xuất hiện như một đường cong màu trắng sáng với gan ở bên phải và phổi bình thường ở bên trái. Phổi bình thường phân tán sóng siêu âm và xuất hiện như ""tuyết"".","Move the probe to look for a hemothorax. The diaphragm appears as a bright white curvilinear line with the liver to the right and normal lung to the left. Normal lung scatters ultrasound waves and appears like ""snow.""",プローブを動かして，血胸がないか調べる。横隔膜は明るい白色の曲線として描出され，右側に肝臓，左側に正常な肺がみられる。正常な肺は超音波を散乱させ，「雪」のように見える。
"Tràn máu màng phổi có biểu hiện là tăng âm. Ngoài ra, đường gai, có thể nhìn thấy ở dưới cùng của màn hình, sẽ tiếp tục đi qua cơ hoành và vào ngực. Máu trong nửa lồng ngực có tác dụng như một cửa sổ âm thanh cho phép hiển thị hình ảnh cột sống. Dấu hiệu này được gọi là sự tiếp tục bất thường của đường gai (""dấu hiệu gai"") và không xảy ra trong trường hợp không có tràn máu màng phổi, vì không khí trong phổi phân tán sóng siêu âm, che khuất hình ảnh của đường gai.","A hemothorax appears hyperechoic. Also, the spinous line, visible at the bottom of the monitor, will continue past the diaphragm and into the chest. The blood in the hemithorax acts as an acoustic window that allows visualization of the spine. This finding is called the abnormal continuation of the spinous line (the ""spine sign"") and does not occur in the absence of a hemothorax, because air in the lungs scatters ultrasound waves, obscuring visualization of the spinous line.",血胸は高エコーを呈する。また，モニターの底部に見える脊椎のラインが，横隔膜を越えて胸部へと続く。胸郭内の血液は，脊椎の描出を可能にする音響窓（acoustic window）の役割を果たす。この所見は，椎体のラインが異常に連続する「spine sign」と呼ばれるもので，血胸がない場合には，肺内の空気が超音波を散乱させて椎体の描出を不明瞭にするため，みられない所見である。
"Thận trái nằm hơi ở phía sau và về phía đầu hơn thận phải một chút, do đó, đặt đầu dò trên đường nách sau giữa khoang liên sườn thứ 9 và thứ 10 với điểm đánh dấu định hướng đầu dò về phía đầu.","The left kidney is located slightly more posterior and cephalad than the right kidney, so place the probe on the posterior axillary line between the 9th and 10th intercostal space with the probe orientation marker cephalad.",左腎は右腎よりもわずかに後方かつ頭側に位置するため，第9肋間と第10肋間の後腋窩線上にプローブを置き，プローブの方向マークは頭側に向ける。
"Góc phần tư trên bên trái là hình ảnh phản chiếu của bên phải, lách xuất hiện ở đầu màn hình, cơ hoành ở bên trái và thận ở bên phải.","The left upper quadrant is a mirror image of the right, with the spleen appearing at the top of the monitor, the diaphragm to the left, and the kidney to the right.",左上腹部は右上腹部の画像の鏡像であり，脾臓がモニターの上部に，横隔膜が左に，腎臓が右に映る。
"Dịch có nhiều khả năng đọng lại xung quanh lách hơn là giữa lách và thận, và dịch ở phần tư trên bên trái thường biểu thị chấn thương lách.","Fluid is more likely to pool around the spleen than between the spleen and the kidney, and fluid in the left upper quadrant usually represents a splenic injury.",体液は脾臓と腎臓の間よりも脾周囲に貯留する可能性が高く，左上腹部の液体貯留は通常，脾損傷を示唆する。
"Một lần nữa, đánh giá tình trạng tràn máu màng phổi bằng cách tìm dịch ứ đọng trên cơ hoành và sự tiếp tục bất thường của đường gai.","Again, evaluate for hemothorax by looking for a fluid collection above the diaphragm and abnormal continuation of the spinous line.",ここでも，横隔膜より上の液体貯留および脊椎のラインの異常な連続を調べることにより血胸の有無を評価する。
Đặt đầu dò ngay phía trên của khớp mu theo hướng ngang với điểm đánh dấu định hướng của đầu dò ở bên phải bệnh nhân. Nghiêng đầu dò xuống khung chậu và giữ nó ở đường giữa. Bây giờ quét toàn bộ bàng quang từ trên xuống dưới để xác định dịch tự do.,Place the transducer just superior to the pubic symphysis in a transverse orientation with the probe orientation marker to the patient's right. Tilt the probe down into the pelvis and keep it in the midline. Now sweep the entire bladder from superior to inferior to identify free fluid.,トランスデューサーを恥骨結合部の真上に横方向に配置し，プローブの方向マークは患者の右側に向ける。プローブを正中線上に置いたまま，骨盤内に向けて傾ける。次に上から下へと膀胱全体を走査して，液体貯留の有無を確認する。
"Tiếp theo, xoay đầu dò 90 độ theo chiều kim đồng hồ để điểm đánh dấu định hướng đầu dò hướng về phía đầu. Trong chế độ xem đứng dọc (dọc) này, tiếp tục quét đầu dò từ phải sang trái để đánh giá toàn bộ bàng quang.","Next, rotate the probe 90 degrees clockwise so the probe orientation marker points cephalad. In this sagittal (longitudinal) view, continue to sweep the probe from right to left to evaluate the entire bladder.",次に，プローブを時計回りに90°回転させて，プローブの方向マークが頭側に来るようにする。この矢状断（縦断面像）で，プローブをさらに右から左に走査して，膀胱全体を評価する。
"Có thể nhìn thấy bàng quang phía trước và giảm âm vì nó chứa đầy dịch. Ở một bệnh nhân nam, dịch có nhiều khả năng tích tụ trong túi trực tràng bàng quang, giữa bàng quang và trực tràng. Ở một bệnh nhân nữ, dịch rất có thể tích tụ trong túi tử cung bàng quang, giữa bàng quang và tử cung. Đu đưa từ từ đầu dò từ bên này sang bên kia sẽ làm tăng độ nhạy của quá trình khám.","The bladder is visible anteriorly and is hypoechoic because it is fluid filled. In a male patient, fluid is most likely to accumulate in the rectovesicular pouch, between the bladder and the rectum. In a female patient, fluid most likely accumulates in the uterovesicular pouch, between the bladder and the uterus. Rocking the probe slowly from side to side will increase the sensitivity of the examination.",膀胱は前方から視認でき，液体で充満しているため低エコーである。男性患者では，膀胱と直腸の間の直腸膀胱窩に体液が貯留する可能性が最も高い。女性では，膀胱と子宮の間の膀胱子宮窩に体液が貯留する可能性が最も高い。プローブを左右にゆっくり揺らすように動かすと，検査の感度が向上する。
"Sử dụng một đầu dò tuyến tính (tần số cao, độ phân giải cao, thâm nhập nông).","Use a linear probe (high frequency, high resolution, shallow penetration).",リニア型プローブ（高周波，高分解能，浅部用）を用いる。
"Giữ đầu dò vuông góc với xương sườn, điểm đánh dấu định hướng đầu dò hướng về phía đầu; bắt đầu xung quanh khoang liên sườn thứ 3 hoặc thứ 4 ở đường giữa xương đòn. Cần lấy thêm các hình ảnh.",Hold the probe perpendicular to the ribs with the probe orientation marker pointing cephalad; start around the 3rd or 4th intercostal space in the midclavicular line. Additional images should be obtained.,プローブの方向マークを頭側に向け，プローブを肋骨に対して垂直に保持する；鎖骨中線上の第3または第4肋間周辺から始める。続けて追加の画像を得ていく。
"Để tăng độ nhạy của quá trình khám, hình ảnh bề mặt màng phổi ở một số vị trí dọc theo cả thành ngực trước và ngoài.","To increase the sensitivity of the examination, image the pleural surface at several places along both the anterior and lateral chest wall.",検査の感度を上げるために，胸壁の前壁および側壁に沿った数カ所で胸膜表面の画像を取得する。
"Trong chấn thương, khi bệnh nhân thường nằm ngửa, cử động cột sống bị hạn chế, nơi dễ phát hiện tràn khí màng phổi nhất là phía trước. Tuy nhiên, bệnh nhân có thể bị tràn khí màng phổi bên riêng biệt. Do đó, điều quan trọng là phải lấy mẫu toàn bộ phổi.","In trauma, when patients often present supine with spinal motion restricted, the most likely place to find a pneumothorax is anteriorly. However, patients can have an isolated lateral pneumothorax. Therefore, it is important to sample the entire lung.",外傷患者は，しばしば脊椎の動きが制限される仰臥位で搬送されて来るため，気胸を発見する可能性が最も高いのは前方である。しかしながら，患者が孤立性の側部の気胸を有することもある。そのため，肺全体を観察することが重要である。
