en,vi,ja,url
Cyclosporine and tacrolimus  Several classes of medications are helpful for inflammatory bowel disease (IBD). Details of their selection and use are discussed under each disorder (see Crohn disease treatment and ulcerative...  read more,Thuốc điều trị viêm ruột  Một vài loại thuốc có hiệu quả cho bệnh viêm đại tràng (IBD). Chi tiết về lựa chọn và sử dụng thuốc được thảo luận ở từng rối loạn (xem Điều trị bệnh Crohn và điều trị viêm đại tràng thể loét)...  đọc thêm,生の果物や野菜を避けることによって，大腸の炎症粘膜の外傷が抑えられ，症状が緩和する場合がある。牛乳を含まない食事が助けとなる可能性があるが，効果がみられなければ，継続する必要はない。比較的軽度の下痢にはロペラミド2mg，経口，1日2回～1日4回が適応となり，より激しい下痢にはより高用量の経口投与（朝に4mg，および毎回の排便後に2mg【訳注：本用量は日本の投与量とは異なるので要注意】）が必要になる場合がある。重症例に対して止瀉薬を使用する際には，中毒性大腸拡張症を起こす恐れがあるため，細心の注意を払う必要がある。炎症性腸疾患の全ての患者にカルシウムおよびビタミンDを適切な量で摂取するよう指導すべきである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"If fulminant or toxic colitis is suspected, the patient should",Tránh trái cây và hoa quả tươi nhằm hạn chế chấn thương niêm mạc đại tràng bị viêm và từ đó có thể làm giảm các triệu chứng. Chế độ ăn uống không sữa có thể có tác dụng nhưng không cần phải tiếp tục nếu không có lợi ích nào được ghi nhận. Loperamide 2 mg đường uống từ 2 đến 4 lần/ngày được chỉ định cho tiêu chảy tương đối nhẹ; liều cao hơn (4 mg vào buổi sáng và 2 mg sau mỗi lần đại tiện) có thể được dùng cho tiêu chảy nặng hơn. Các thuốc chống tiêu chảy phải được sử dụng hết sức thận trọng trong các trường hợp nặng vì thuốc có thể gây ra giãn đại tràng nhiễm độc. Tất cả bệnh nhân bị bệnh viêm ruột nên được khuyên dùng một lượng canxi và vitamin D thích hợp.,健康維持  炎症性腸疾患（IBD）は，消化管の様々な部位で再燃と寛解を繰り返す慢性炎症を特徴とする病態であり，下痢および腹痛を引き起こし， クローン病と 潰瘍性大腸炎が含まれる。 消化管粘膜における細胞性免疫応答により炎症が生じる。炎症性腸疾患の正確な病因は不明であるが，多因子性の遺伝的素因を有する患者において，腸内常在菌叢が異常な免疫反応を引き起こ...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
Stop all antidiarrheal medications,"Duy trì sức khoẻ  Bệnh viêm ruột (IBD), bao gồm Bệnh Crohn và viêm đại tràng thể loét, là một tình trạng tái phát và thuyên giảm, đặc trưng bởi tình trạng viêm mạn tính tại các vị trí khác nhau trong đường tiêu...  đọc thêm",メサラジン（5-ASA，アミノサリチル酸）  炎症性腸疾患には，いくつかのクラスの薬剤が役立つ。これらの選択および使用の詳細については，各疾患の項目で述べる（ クローン病の治療および 潰瘍性大腸炎の治療を参照）。 （ 炎症性腸疾患の概要も参照のこと。） 5-ASAはプロスタグランジンおよびロイコトリエンの産生を阻害するほか，炎症カスケードに対して有益な効果をもたらす。5-ASAは腸管内でのみ活性を示し，上部小腸で急速に吸収されるため，経口剤は吸収が遅延するように製剤化する必要がある...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
Take nothing by mouth and have inserted a long intestinal tube attached to intermittent suction,"Axit 5-aminosalicylic (5-ASA, Mesalamine)  Một vài loại thuốc có hiệu quả cho bệnh viêm đại tràng (IBD). Chi tiết về lựa chọn và sử dụng thuốc được thảo luận ở từng rối loạn (xem Điều trị bệnh Crohn và điều trị viêm đại tràng thể loét)...  đọc thêm",メサラジン（5-ASA，アミノサリチル酸）  炎症性腸疾患には，いくつかのクラスの薬剤が役立つ。これらの選択および使用の詳細については，各疾患の項目で述べる（ クローン病の治療および 潰瘍性大腸炎の治療を参照）。 （ 炎症性腸疾患の概要も参照のこと。） 5-ASAはプロスタグランジンおよびロイコトリエンの産生を阻害するほか，炎症カスケードに対して有益な効果をもたらす。5-ASAは腸管内でのみ活性を示し，上部小腸で急速に吸収されるため，経口剤は吸収が遅延するように製剤化する必要がある...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Receive aggressive IV fluid and electrolyte therapy with 0.9% sodium chloride, and potassium chloride and blood as needed","Axit 5-aminosalicylic (5-ASA, Mesalamine)  Một vài loại thuốc có hiệu quả cho bệnh viêm đại tràng (IBD). Chi tiết về lựa chọn và sử dụng thuốc được thảo luận ở từng rối loạn (xem Điều trị bệnh Crohn và điều trị viêm đại tràng thể loét)...  đọc thêm",1日10回を超える血便，頻脈，高熱，または重度の腹痛がある患者は，高用量のコルチコステロイドの静脈内投与を受けるために入院を必要とする。5-ASAは継続してもよい。脱水および貧血に対して，必要に応じて輸液および輸血を行う。中毒性大腸炎の発症について患者を注意深く観察する必要がある。ときに栄養サポートのために静脈栄養法が用いられるが，根本的な治療法としての価値はなく，食物を経口摂取できる患者にはそうさせるべきである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
Receive high-dose IV corticosteroids or cyclosporine,"Bệnh nhân có đi ngoài phân máu > 10 lần mỗi ngày, nhịp tim nhanh, sốt cao hoặc đau bụng dữ dội cần phải nằm viện để dùng corticosteroid liều cao đường tĩnh mạch. 5-ASA có thể được tiếp tục. Bù dịch đường tĩnh mạch và truyền máu cần cho mất nước và thiếu máu. Bệnh nhân phải được theo dõi sát để xem có tiến triển của viêm đại tràng nhiễm độc không. Bồi dưỡng ngoài ruột đôi khi được sử dụng để hỗ trợ dinh dưỡng nhưng không có giá trị như một liệu pháp chính; những bệnh nhân có thể dung nạp được thức ăn nên ăn.",シクロスポリンおよびタクロリムス  炎症性腸疾患には，いくつかのクラスの薬剤が役立つ。これらの選択および使用の詳細については，各疾患の項目で述べる（ クローン病の治療および 潰瘍性大腸炎の治療を参照）。 （ 炎症性腸疾患の概要も参照のこと。） 5-ASAはプロスタグランジンおよびロイコトリエンの産生を阻害するほか，炎症カスケードに対して有益な効果をもたらす。5-ASAは腸管内でのみ活性を示し，上部小腸で急速に吸収されるため，経口剤は吸収が遅延するように製剤化する必要がある...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Receive antibiotics (eg, metronidazole 500 mg IV every 8 hours and ciprofloxacin 500 mg IV every 12 hours)",Cyclosporine và tacrolimus  Một vài loại thuốc có hiệu quả cho bệnh viêm đại tràng (IBD). Chi tiết về lựa chọn và sử dụng thuốc được thảo luận ở từng rối loạn (xem Điều trị bệnh Crohn và điều trị viêm đại tràng thể loét)...  đọc thêm,劇症大腸炎または中毒性大腸炎が疑われる場合は，以下のことを行うべきである：,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
Perhaps receive infliximab,"Nếu nghi ngờ có viêm đại tràng nhiễm độc hoặc tối cấp, bệnh nhân nên",全ての止瀉薬を中止する,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Having the patient roll over in bed from the supine to prone position every 2 to 3 hours may help redistribute colonic gas and prevent progressive distention. Insertion of a soft rectal tube may also be helpful but must be done with extreme caution to avoid bowel perforation. Even if decompression of a dilated colon is achieved, the patient is not out of danger unless the underlying inflammatory process is controlled; otherwise, colectomy will still be necessary.",Ngừng tất cả các thuốc chống tiêu chảy,絶食とし，長いイレウス管を挿入して間欠的に吸引する,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"If intensive medical measures do not produce definite improvement within 24 to 48 hours, immediate surgery is required or the patient may die of sepsis caused by bacterial translocation or even perforation.",Không ăn uống gì và đặt một ống dài vào ruột để hút dịch ngắt quãng,積極的な輸液と0.9％塩化ナトリウム溶液による電解質療法を行い，必要に応じて塩化カリウムの投与と輸血を行う,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"After effective treatment of a flare-up, corticosteroids are tapered based on clinical response and then stopped because they are ineffective as maintenance. Patients should remain on 5-ASA drugs—oral or rectal, depending on location of disease—indefinitely because stopping maintenance therapy often allows disease relapse. Dosage intervals for rectal preparations may be gradually lengthened to every 2nd or 3rd day. There is ample evidence that combination oral and rectal therapy is significantly more effective than either therapy alone.","Điều trị tích cực bằng truyền dịch và điện giải natri clorua 0,9%, kali clorua và máu để điều trị khi cần thiết",高用量の静注コルチコステロイドまたはシクロスポリンを投与する,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Patients who cannot be withdrawn from corticosteroids should be given thiopurines (azathioprine or 6-mercaptopurine), methotrexate, biologics, Janus kinase inhibitors, the sphingosine 1-phosphate receptor modulator ozanimod, or a combination of these medications.",Cho dùng corticosteroid hoặc cyclosporine liều cao đường tĩnh mạch,抗菌薬を投与する（例，メトロニダゾール500mg，静注，8時間毎【訳注：メトロニダゾール500mgは日本では2回】およびシプロフロキサシン500mg【訳注：日本では400mg】，静注，12時間毎）,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Patients started on infliximab for induction therapy should continue this medication for maintenance, too","Cho dùng kháng sinh (ví dụ, metronidazole 500 mg đường tĩnh mạch 8 giờ một lần và ciprofloxacin 500 mg đường tĩnh mạch 12 giờ một lần)",場合によりインフリキシマブを投与する,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Treatment references  Ulcerative colitis is a chronic inflammatory and ulcerative disease arising in the colonic mucosa, characterized most often by bloody diarrhea. Extraintestinal symptoms, particularly arthritis...  read more",Có thể dùng Infliximab,2～3時間毎に仰臥位から腹臥位に体位変換を行うことが，大腸ガスの再分布および進行性の腹部膨隆の予防に役立つことがある。柔軟な直腸管の挿入も助けになることがあるが，腸穿孔を避けるために細心の注意を払う必要がある。拡張した結腸の減圧が得られた場合でも，基礎にある炎症過程がコントロールされない限り患者は危機を脱したわけではなく，コントロールされない場合は，結腸切除術が依然として必要となる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Emergency colectomy is indicated for massive hemorrhage, fulminating toxic colitis, or perforation. Subtotal colectomy with ileostomy and rectosigmoid closure (Hartmann procedure) or mucous fistula is usually the procedure of choice because most critically ill patients cannot tolerate more extensive surgery. The rectosigmoid stump may be electively removed later or may be used for ileoanal anastomosis with a pouch. The intact rectal stump should not be allowed to remain indefinitely because of the risks of disease activation and malignant transformation.","Lăn trở bệnh nhân từ sấp sang ngửa trên giường từ 2 đến 3 giờ một lần có thể giúp phân bố lại khí trong đại tràng và ngăn ngừa chướng bụng tiến triển. Đặt ống thông trực tràng mềm cũng có thể hữu ích nhưng phải được thực hiện cẩn thận để tránh thủng ruột. Ngay cả khi loại bỏ chèn ép ở đại tràng bị giãn, bệnh nhân cũng không thoát khỏi nguy hiểm trừ khi quá trình viêm được kiểm soát; nếu không thì sẽ cần phải phẫu thuật cắt đại tràng.",内科的集中治療で24～48時間以内に明らかな改善がみられない場合には，直ちに外科的手術を行う必要があり，さもなければ，患者は細菌移行または穿孔に起因する敗血症で死亡する可能性がある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Elective surgery is indicated for cancer, symptomatic strictures, growth retardation in children, or, most commonly, intractable chronic disease resulting in invalidism or corticosteroid dependence. Severe colitis-related extraintestinal manifestations (eg, pyoderma gangrenosum), now better controlled by intensive medical therapies, are only rarely indications for surgery.","Nếu các biện pháp điều trị tích cực bằng thuốc không đem lại cải thiện rõ rệt trong vòng 24 đến 48 giờ, cần phải phẫu thuật ngay lập tức hoặc bệnh nhân có thể chết vì nhiễm khuẩn huyết do chuyển vị vi khuẩn hoặc thậm chí là do thủng.",急性増悪が効果的に治療された後には，コルチコステロイドを臨床反応に基づいて漸減し，同薬剤には維持療法としての効果がないため，その後中止する。維持療法の中止によってしばしば疾患が再発するので，患者は5-ASA薬（病変部位に応じて，経口または経直腸投与）を無期限に継続すべきである。直腸内投与製剤の投与間隔は，徐々に延長して2日毎または3日毎とすることができる。経口および経直腸経路の併用は，それぞれの治療単独よりも有意に効果的であることを示した十分なエビデンスが得られている。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"The elective procedure of choice in patients with normal sphincter function is restorative proctocolectomy with ileoanal anastomosis. This procedure creates a pelvic reservoir or pouch from distal ileum, which is connected to the anus. The intact sphincter allows continence, typically with 4 to 9 bowel movements/day (including 1 or 2 at night).","Sau điều trị hiệu quả một cơn bùng phát, giảm dần liều corticosteroid dựa trên đáp ứng lâm sàng và sau đó dừng bởi vì thuốc này không có hiệu quả duy trì. Bệnh nhân nên duy trì các thuốc 5-ASA đường uống hoặc đường trực tràng, tùy thuộc vào vị trí của bệnh - không xác định vì ngừng điều trị duy trì thường có tái phát bệnh. Khoảng liều dùng cho các chế phẩm trực tràng có thể dãn dài dần đến 2 hoặc 3 ngày một lần. Có rất nhiều bằng chứng cho thấy kết hợp liệu pháp đường uống và đường trực tràng có hiệu quả đáng kể so với dùng đơn độc một trong hai liệu pháp.",コルチコステロイドを中止できない患者には，チオプリン系薬剤（アザチオプリンまたは6-メルカプトプリン），TNF阻害薬，ヤヌスキナーゼ阻害薬（トファシチニブ）を投与するか，チオプリン系薬剤またはメトトレキサートとTNF阻害薬を併用すべきである。より難治性の症例には，潰瘍性大腸炎とクローン病のいずれの維持療法でも，抗インテグリン抗体であるベドリズマブのほか，インフリキシマブ，アダリムマブ，ゴリムマブ，またはウステキヌマブを使用できる。最後に，コルチコステロイド，免疫抑制薬，または生物製剤が無効に終わった一部の患者では，維持療法としてトファシチニブを試験的に投与できる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Pouchitis is an inflammatory reaction occurring after restorative proctocolectomy with IPAA+ in about 50% of patients. The risk of pouchitis appears to be higher in patients with primary sclerosing cholangitis, in patients with preoperative extraintestinal manifestations, and possibly in patients with high preoperative serologic titers of perinuclear antineutrophilic antibodies and other inflammatory bowel disease biomarkers. Pouchitis is thought to be related to bacterial overgrowth and is treated with antibiotics (eg, quinolones). Probiotics may be protective. Most cases of pouchitis are readily controlled, but 5 to 10% prove refractory to all medical therapy and require conversion to a conventional (Brooke) ileostomy. For a minority of patients who are older, who have well-established families and lifestyles, who have poor sphincter tone or cannot tolerate frequent bowel movements, or who are simply unable or unwilling to face the consequences of frequent or chronic pouchitis, the Brooke ileostomy remains the procedure of choice.","Những bệnh nhân không thể ngừng sử dụng corticosteroid nên được dùng thiopurines (azathioprine hoặc 6-mercaptopurine), thuốc kháng TNF, thuốc ức chế Janus kinase (tofacitinib), hoặc kết hợp thiopurines hoặc methotrexate và thuốc kháng TNF. Đối với các trường hợp khó chữa hơn, vedolizumab kháng integrin cũng như infliximab, adalimumab, golimumab hoặc ustekinumab có thể được sử dụng cho cả điều trị duy trì viêm đại tràng thể loét và bệnh Crohn. Cuối cùng, ở một số bệnh nhân không đáp ứng với corticosteroid, thuốc ức chế miễn dịch hoặc thuốc sinh học, có thể thử dùng tofacitinib hoặc ozanimod làm điều trị duy trì.",広範な潰瘍性大腸炎を有する患者の3分の1近くが最終的に手術を必要とする。大腸全摘術により治癒が得られ，期待余命は正常の水準に戻り，再発することはなく（クローン病とは異なる），結腸癌のリスクは有意に低減する。回腸嚢肛門吻合術（IPAA）を伴う大腸全摘後には，直腸断端肛門移行部とさらには回腸嚢内において異形成またはがんのリスクがわずかに残る。回腸瘻造設術またはIPAAを伴う大腸切除後には，生活の質が改善するものの，生活面で新たな課題が生じる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Treatment  Inflammatory bowel disease (IBD), which includes Crohn disease and ulcerative colitis, is a relapsing and remitting condition characterized by chronic inflammation at various sites in the gastrointestinal...  read more","Tài liệu tham khảo về điều trị  Viêm đại tràng thể loét là một bệnh viêm mạn tính và loét xuất hiện ở niêm mạc đại tràng, thường đặc trưng nhất bởi tiêu chảy phân máu. Có thể có các triệu chứng ngoài ruột, đặc biệt là viêm...  đọc thêm",大量出血，劇症の中毒性大腸炎，および穿孔は，緊急結腸切除術の適応である。回腸瘻造設術と直腸S状結腸閉鎖（Hartmann手術）または粘液瘻造設術を伴う結腸亜全摘術が通常は第1選択の術式であり，これは，ほとんどの重症患者がより広範囲の手術には耐えられないためである。直腸S状結腸断端は後日，待機的に切除するか，または回腸嚢作製を伴う回腸肛門吻合術に用いることができる。無処置の直腸断端は，疾患の活動化と悪性化のリスクがあるため，無期限に残しておくべきではない。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"In any event, the physical and emotional burdens imposed by any form of colon resection must be recognized, and care should be taken to see that the patient receives all the instructions and all the medical and psychologic support that is necessary before and after surgery.","Phẫu thuật cắt đại tràng cấp cứu được chỉ định trong xuất huyết dữ dội, viêm đại tràng nhiễm độc tối cấp, hoặc thủng. Phẫu thuật cắt bỏ một phần đại tràng kèm theo mở thông hồi tràng và đóng trực tràng-đại tràng sigma (thủ thuật Hartmann) hoặc lỗ rò niêm mạc thường là các thủ thuật được lựa chọn vì hầu hết các bệnh nhân bị bệnh nguy kịch không thể chịu đựng được phẫu thuật lớn hơn. Gốc trực tràng-đại tràng sigma có thể được cắt bỏ khi mổ phiên sau đó hoặc có thể được sử dụng để nối hồi tràng hậu môn bằng túi hậu môn giả. Không nên để lại phần gốc trực tràng còn nguyên vẹn vì nguy cơ kích hoạt bệnh và chuyển thành ác tính.",がん，症候性狭窄，小児の発育遅滞，または最も一般的には，廃疾またはステロイド依存症をもたらす難治性慢性疾患は，待機手術の適応である。大腸炎に関連した重度の腸管外合併症（例，壊疽性膿皮症）は，現在では集中的な内科的治療により良好にコントロール可能であり，手術適応はごくまれである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"1. Hercun J, Côté-Daigneault J, Lahaie RG, et al: Crohn's disease after proctocolectomy and IPAA for ulcerative colitis. Dis Colon Rectum 64(2):217–224, 2021. doi: 10.1097/DCR.0000000000001721","Phẫu thuật chọn lọc được chỉ định cho bệnh ung thư, hẹp có triệu chứng, chậm phát triển ở trẻ em, hoặc, thường là bệnh mạn tính khó chữa đem lại kết quả không giá trị hoặc phụ thuộc vào corticosteroid. Các biểu hiện ngoài ruột liên quan đến viêm đại tràng (ví dụ, bệnh mủ da hoại thư), bây giờ được điều trị tốt hơn bằng cách điều trị bằng thuốc tích cực và hiếm khi có các chỉ định phẫu thuật.",正常な括約筋機能を有する患者に対する第1選択の待機的手技は，回腸肛門吻合術を併施する肛門温存大腸切除術である。この手技では遠位回腸から骨盤内リザーバーまたは回腸嚢を作製し，肛門に吻合する。無傷の括約筋は排便の随意調節が可能であり，排便回数は典型的には1日4～9回（夜間の1回ないし2回を含む）である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"2. Shamah S, Schneider J, Korelitz BI: High incidence of recurrent Crohn's disease following colectomy for ulcerative colitis revealed with long follow-up. Dig Dis Sci 63(2):446–451, 2018. doi: 10.1007/s10620-017-4873-7","Phẫu thuật chọn lọc ở những bệnh nhân có chức năng cơ vòng bình thường là cắt đại trực tràng phục hồi bằng nối hồi tràng hậu môn. Thủ thuật này tạo ra một hồ chứa ở vùng chậu hoặc túi hậu môn giả từ đầu xa của hồi tràng, đoạn này được nối với hậu môn. Cơ thắt còn nguyên vẹn cho phép đại tiện tự chủ, thường từ 4-9 lần/ngày (bao gồm 1 hoặc 2 lần vào ban đêm).",回腸嚢炎は，IPAAを伴う肛門温存大腸切除術を受けた患者の約50％で発生する炎症反応である。回腸嚢炎のリスクは，原発性硬化性胆管炎の患者と術前に腸管外合併症がみられる患者で高いようであるほか，核周囲型抗好中球抗体の血清抗体価や炎症性腸疾患の他のバイオマーカーの測定値が高い患者でもリスクが高い可能性がある。回腸嚢炎は，腸内細菌の異常増殖が関連していると考えられ，抗菌薬（例，キノロン系）で治療する。プロバイオティクスは予防的な可能性がある。回腸嚢炎症例の大半は容易にコントロールできるが，5～10％は全ての薬物療法に抵抗性を示し，従来法の（Brooke）回腸瘻造設術への変更が必要となる。高齢患者，しっかりとした家族および生活習慣をもつ患者，括約筋の緊張が不良または頻回の排便に耐えられない患者，頻回または慢性の回腸嚢炎の結果に単に向き合えない，あるいは向き合う気のない患者などの少数の患者では，Brooke回腸瘻造設術が依然として第1選択の手技である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Usually, ulcerative colitis is chronic with repeated exacerbations and remissions. In some of patients, an initial attack becomes fulminant with massive hemorrhage, perforation, or sepsis and toxemia. Complete recovery after a single attack occurs in a few patients.","Viêm túi hậu môn giả là một phản ứng viêm xảy ra sau khi cắt bỏ đại trực tràng phục hồi kèm theo IPAA ở khoảng 50% số bệnh nhân. Nguy cơ viêm túi hậu môn giả có vẻ cao hơn ở những bệnh nhân mắc viêm xơ ống mật nguyên phát, những bệnh nhân có biểu hiện ngoài ruột trước mổ và có thể ở những bệnh nhân có hiệu giá huyết thanh của kháng thể kháng bạch cầu đa nhân trung tính quanh nhân trước mổ cao và các chất chỉ điểm sinh học khác về viêm đại tràng cũng cao. Viêm túi hậu môn giả được cho là liên quan đến sự phát triển quá mức của vi khuẩn và được điều trị bằng kháng sinh (ví dụ, quinolones). Lợi khuẩnc có thể có tác dụng bảo vệ. Hầu hết các trường hợp viêm túi hậu môn giả được kiểm soát dễ dàng, nhưng 5 đến 10% chứng tỏ không thể chịu đựng được tất cả các biện pháp điều trị bằng thuốc và cần phải chuyển sang mở thông hồi tràng thông thường (Brooke). Đối với một số bệnh nhân cao tuổi, những người có gia đình và lối sống tốt, những người trương lực cơ thắt kém và không chịu được việc đi ngoài thường xuyên hoặc những người đơn giản là không thể hoặc không muốn đối mặt với hậu quả của viêm túi hậu môn giả thường xuyên hoặc mạn tính, mở thông hồi tràng Brooke vẫn là thủ thuật được lựa chọn.",どのような場合でも，いずれの形態の結腸切除であれ，それによって引き起こされる身体的および感情的負担が認識される必要があり，手術前後に必要なあらゆる教育とあらゆる医学的および心理的サポートを患者が受けられるよう配慮すべきである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Patients with localized ulcerative proctitis have the best prognosis. Severe systemic manifestations, toxic complications, and malignant degeneration are unlikely, and late extension of the disease occurs only in a small group of patients. Surgery is rarely required, and life expectancy is normal. The symptoms, however, may prove stubborn and refractory. Moreover, because extensive ulcerative colitis may begin in the rectum and spread proximally, proctitis should not be considered localized until it has been observed for ≥ 6 months. Localized disease that later extends is often more severe and more refractory to therapy.","Điều trị  Bệnh viêm ruột (IBD), bao gồm Bệnh Crohn và viêm đại tràng thể loét, là một tình trạng tái phát và thuyên giảm, đặc trưng bởi tình trạng viêm mạn tính tại các vị trí khác nhau trong đường tiêu...  đọc thêm",潰瘍性大腸炎は直腸から始まるが，正常部分を残すことなく連続的に口側へ進展することがある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
Colorectal Cancer  Colorectal cancer is extremely common. Symptoms include blood in the stool and change in bowel habits. Diagnosis is by colonoscopy. Treatment is surgical resection and chemotherapy for nodal...  read more,"Trong mọi trường hợp, gánh nặng về thể chất và tinh thần do bất kỳ hình thức cắt bỏ đại tràng nào đều phải được ghi nhận, và cần chú ý đến việc bệnh nhân có tất cả các hướng dẫn và tất cả các hỗ trợ y tế và tâm lý cần thiết trước và sau khi phẫu thuật.",症状は，腹部痙攣および血性下痢の間欠的な発作である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Prognosis references  Ulcerative colitis is a chronic inflammatory and ulcerative disease arising in the colonic mucosa, characterized most often by bloody diarrhea. Extraintestinal symptoms, particularly arthritis...  read more","1. Hercun J, Côté-Daigneault J, Lahaie RG, et al: Crohn's disease after proctocolectomy and IPAA for ulcerative colitis. Dis Colon Rectum 64(2):217–224, 2021. doi: 10.1097/DCR.0000000000001721",合併症としては，穿孔につながることのある劇症大腸炎（fulminant colitis）があり，長期的には結腸癌のリスクが高まる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
Patients who have inflammatory bowel disease and primary sclerosing cholangitis are at a higher risk of cancer from the time of colitis diagnosis.,"2. Shamah S, Schneider J, Korelitz BI: High incidence of recurrent Crohn's disease following colectomy for ulcerative colitis revealed with long follow-up. Dig Dis Sci 63(2):446–451, 2018. doi: 10.1007/s10620-017-4873-7",軽症例または中等症例は5-ASAの経直腸投与で，病変が口側にある症例は経口投与で治療する。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Prognosis references  Ulcerative colitis is a chronic inflammatory and ulcerative disease arising in the colonic mucosa, characterized most often by bloody diarrhea. Extraintestinal symptoms, particularly arthritis...  read more",Viêm đại tràng thể loét khởi đầu trong trực tràng và có thể lan đến đầu gần theo kiểu lây nhiễm mà không ảnh hưởng các mảng ruột bình thường.,進行例の治療は，高用量のコルチコステロイド，免疫調節療法（例，アザチオプリン，6-メルカプトプリン），生物製剤（例，インフリキシマブ，ベドリズマブ），またはヤヌスキナーゼ阻害薬のトファシチニブによる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"The optimal frequency of colonoscopic surveillance has not been established, but some authorities recommend every 2 years during the 2nd decade of disease and annually thereafter.",Triệu chứng là những cơn đau quặn bụng ngắt quãng và tiêu chảy phân có máu.,劇症大腸炎の治療は，高用量のコルチコステロイド静注またはシクロスポリンおよび抗菌薬（例，メトロニダゾール，シプロフロキサシン）またはインフリキシマブによって行い，結腸切除術が必要になることがある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"Long-term survival after diagnosis of colitis-related cancer is about 50%, a figure comparable to that for colorectal cancer in the general population.","Các biến chứng bao gồm viêm đại tràng tối cấp, có thể dẫn đến thủng; lâu dài, nguy cơ ung thư đại tràng sẽ tăng lên.",広範な潰瘍性大腸炎を有する患者の約3分の1が最終的に手術を必要とする。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
"1. Stidham RW, Higgins PDR: Colorectal cancer in inflammatory bowel disease. Clin Colon Rectal Surg 31(3):168-178, 2018. doi: 10.1055/s-0037-1602237","Điều trị bệnh mức độ nhẹ đến trung bình bằng 5-ASA đường trực tràng và đối với bệnh ở đoạn gần, qua đường miệng.",以下の英語の資料が有用であろう。ただし，本マニュアルはこの資料の内容について責任を負わないことに留意されたい。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/inflammatory-bowel-disease-ibd/ulcerative-colitis
